transaction_id,date,customer_id,payment_method,card_provider,amount,status,merchant_category,country,currency,card_last_4,amount_log,prev_amount,amount_diff,txn_time_diff_hr,day_of_week,merchant_category_encoded,payment_method_encoded,country_encoded,currency_encoded,is_weekend,weak_label,fraud_label,fraud_probability,fraud_prediction
TXN104974,2015-04-24,CUST1008,Bank Transfer,,116233,Success,Retail,Uganda,UGX,,11.663360679568516,0.0,0.0,0.0,4,5,0,4,3,0,0,0,0.0,0
TXN101348,2016-08-05,CUST1009,Card,Mastercard,500000,Success,Bills Payment,South Africa,ZAR,6268.0,13.122365377402328,0.0,0.0,0.0,4,1,1,3,4,0,0,0,0.0,0
TXN101942,2017-12-20,CUST1009,USSD,,500000,Success,Transportation,Ghana,GHS,,13.122365377402328,500000.0,0.0,12048.0,2,6,3,0,0,0,0,0,0.0,0
TXN102695,2018-08-24,CUST1009,Wallet,,292782,Success,Transportation,South Africa,ZAR,,12.58718699927445,500000.0,-207218.0,5928.0,4,6,4,3,4,0,0,0,0.0,0
TXN103486,2022-08-25,CUST1009,Bank Transfer,,175355,Success,Transportation,Nigeria,NGN,,12.074573472262651,292782.0,-117427.0,35088.0,3,6,0,2,2,0,0,0,0.0,0
TXN109516,2019-09-08,CUST1011,Card,Mastercard,253525,Pending,Transportation,South Africa,ZAR,9072.0,12.4432216608566,0.0,0.0,0.0,6,6,1,3,4,1,0,0,0.0,0
TXN101144,2020-03-17,CUST1011,POS,,124259,Success,Airtime/Data,Uganda,UGX,,11.730131423617683,253525.0,-129266.0,4584.0,1,0,2,4,3,0,0,0,0.0,0
TXN102008,2017-05-30,CUST1012,Card,Visa,27040,Success,Transportation,Nigeria,NGN,396.0,10.205109511721597,0.0,0.0,0.0,1,6,1,2,2,0,0,0,0.0,0
TXN100490,2024-07-23,CUST1013,Bank Transfer,,243270,Success,E-commerce,Nigeria,NGN,,12.401931327257202,0.0,0.0,0.0,1,2,0,2,2,0,0,0,0.0,0
TXN105530,2016-02-18,CUST1016,Bank Transfer,,315359,Success,Airtime/Data,Nigeria,NGN,,12.661470122386548,0.0,0.0,0.0,3,0,0,2,2,0,0,0,0.0,0
TXN100924,2016-11-30,CUST1016,POS,,221502,Reversed,Airtime/Data,Ghana,GHS,,12.308191412393668,315359.0,-93857.0,6864.0,2,0,2,0,0,0,0,0,0.005424107142857143,0
TXN109680,2020-11-23,CUST1016,Card,Visa,283964,Success,E-commerce,South Africa,ZAR,9383.0,12.55660627011212,221502.0,62462.0,34896.0,0,2,1,3,4,0,0,0,0.0021428571428571425,0
TXN100841,2021-02-08,CUST1019,USSD,,435707,Failed,Bills Payment,Nigeria,NGN,,12.984727573194714,0.0,0.0,0.0,0,1,3,2,2,0,0,0,0.0,0
TXN102987,2017-05-06,CUST1021,Wallet,,281113,Success,Food Delivery,Nigeria,NGN,,12.54651555999452,0.0,0.0,0.0,5,3,4,2,2,1,0,0,0.0,0
TXN106642,2019-09-03,CUST1021,USSD,,272959,Pending,E-commerce,South Africa,ZAR,,12.517080543285452,281113.0,-8154.0,20400.0,1,2,3,3,4,0,0,0,0.0021428571428571425,0
TXN104651,2015-01-05,CUST1023,Wallet,,500000,Success,E-commerce,Ghana,GHS,,13.122365377402328,0.0,0.0,0.0,0,2,4,0,0,0,0,0,0.0,0
TXN101407,2018-09-02,CUST1023,Wallet,,500000,Success,Food Delivery,South Africa,ZAR,,13.122365377402328,500000.0,0.0,32064.0,6,3,4,3,4,1,0,0,0.0,0
TXN107216,2020-08-13,CUST1024,Card,Mastercard,333651,Success,Professional Services,Uganda,UGX,768.0,12.717853812619197,0.0,0.0,0.0,3,4,1,4,3,0,0,0,0.0,0
TXN103947,2016-11-19,CUST1027,USSD,,368973,Success,Professional Services,Kenya,KES,,12.818481459835583,0.0,0.0,0.0,5,4,3,1,1,1,0,0,0.0,0
TXN105389,2017-02-19,CUST1027,USSD,,500000,Success,Airtime/Data,Nigeria,NGN,,13.122365377402328,368973.0,131027.0,2208.0,6,0,3,2,2,1,0,0,0.0,0
TXN109008,2018-07-18,CUST1027,Bank Transfer,,275765,Success,Professional Services,Kenya,KES,,12.527307959004522,500000.0,-224235.0,12336.0,2,4,0,1,1,0,0,0,0.0,0
TXN104816,2022-04-09,CUST1027,Wallet,,500000,Success,Bills Payment,South Africa,ZAR,,13.122365377402328,275765.0,224235.0,32664.0,5,1,4,3,4,1,1,1,1.0,1
TXN108345,2015-10-22,CUST1030,USSD,,500000,Success,Professional Services,Kenya,KES,,13.122365377402328,0.0,0.0,0.0,3,4,3,1,1,0,0,0,0.0,0
TXN105970,2019-07-31,CUST1030,Wallet,,500000,Success,Professional Services,Ghana,GHS,,13.122365377402328,500000.0,0.0,33072.0,2,4,4,0,0,0,0,0,0.0,0
TXN103373,2019-09-17,CUST1030,Card,Visa,433847,Success,E-commerce,South Africa,ZAR,4298.0,12.9804495213228,500000.0,-66153.0,1152.0,1,2,1,3,4,0,0,0,0.0,0
TXN104511,2020-01-09,CUST1031,Bank Transfer,,255198,Success,Airtime/Data,South Africa,ZAR,,12.449798911949795,0.0,0.0,0.0,3,0,0,3,4,0,0,0,0.0,0
TXN109027,2020-03-11,CUST1031,Wallet,,48655,Pending,Airtime/Data,Nigeria,NGN,,10.792530409917148,255198.0,-206543.0,1488.0,2,0,4,2,2,0,0,0,0.0,0
TXN100684,2018-10-31,CUST1033,POS,,500000,Pending,Bills Payment,Nigeria,NGN,,13.122365377402328,0.0,0.0,0.0,2,1,2,2,2,0,0,0,0.0,0
TXN105468,2021-03-12,CUST1034,Wallet,,500000,Success,Airtime/Data,Nigeria,NGN,,13.122365377402328,0.0,0.0,0.0,4,0,4,2,2,0,0,0,0.0,0
TXN103598,2018-09-10,CUST1036,Wallet,,186196,Success,Professional Services,Ghana,GHS,,12.134560531987468,0.0,0.0,0.0,0,4,4,0,0,0,0,0,0.0,0
TXN104486,2021-06-08,CUST1036,Bank Transfer,,10208,Success,Transportation,Nigeria,NGN,,9.231024963169016,186196.0,-175988.0,24048.0,1,6,0,2,2,0,0,0,0.0,0
TXN103478,2021-02-20,CUST1037,Wallet,,268159,Success,Food Delivery,Ghana,GHS,,12.499339096275856,0.0,0.0,0.0,5,3,4,0,0,1,0,0,0.0,0
TXN103279,2020-07-16,CUST1038,USSD,,500000,Failed,Retail,Uganda,UGX,,13.122365377402328,0.0,0.0,0.0,3,5,3,4,3,0,0,0,0.0,0
TXN104658,2019-05-30,CUST1039,Card,Mastercard,83891,Success,Transportation,Nigeria,NGN,6224.0,11.337285536299984,0.0,0.0,0.0,3,6,1,2,2,0,0,0,0.0,0
TXN104573,2020-07-31,CUST1039,Wallet,,500000,Reversed,Bills Payment,Uganda,UGX,,13.122365377402328,83891.0,416109.0,10272.0,4,1,4,4,3,0,1,1,0.9999633699633699,1
TXN108144,2023-04-28,CUST1039,Wallet,,500000,Failed,Food Delivery,South Africa,ZAR,,13.122365377402328,500000.0,0.0,24024.0,4,3,4,3,4,0,0,0,0.0,0
TXN102232,2015-09-20,CUST1040,Bank Transfer,,500000,Reversed,Food Delivery,Kenya,KES,,13.122365377402328,0.0,0.0,0.0,6,3,0,1,1,1,0,0,0.0,0
TXN109400,2022-06-10,CUST1040,Card,Visa,464528,Success,Professional Services,Kenya,KES,5078.0,13.048779268010549,500000.0,-35472.0,58920.0,4,4,1,1,1,0,0,0,0.0,0
TXN108527,2024-01-24,CUST1041,Wallet,,500000,Success,E-commerce,Nigeria,NGN,,13.122365377402328,0.0,0.0,0.0,2,2,4,2,2,0,0,0,0.0,0
TXN108395,2024-06-14,CUST1041,USSD,,487099,Success,E-commerce,Ghana,GHS,,13.096224719794634,500000.0,-12901.0,3408.0,4,2,3,0,0,0,0,0,0.0,0
TXN104158,2025-07-20,CUST1041,Bank Transfer,,500000,Failed,Airtime/Data,South Africa,ZAR,,13.122365377402328,487099.0,12901.0,9624.0,6,0,0,3,4,1,0,0,0.0,0
TXN102518,2017-08-29,CUST1042,Bank Transfer,,465544,Failed,Food Delivery,South Africa,ZAR,,13.050964041274035,0.0,0.0,0.0,1,3,0,3,4,0,0,0,0.0,0
TXN105595,2017-05-24,CUST1044,USSD,,259933,Pending,Transportation,Kenya,KES,,12.46818303161943,0.0,0.0,0.0,2,6,3,1,1,0,0,0,0.0,0
TXN107148,2020-02-20,CUST1044,Bank Transfer,,234104,Success,Retail,Nigeria,NGN,,12.363525011644764,259933.0,-25829.0,24048.0,3,5,0,2,2,0,0,0,0.0,0
TXN106926,2020-07-15,CUST1045,Card,Mastercard,206361,Failed,Professional Services,Kenya,KES,1186.0,12.237387187112358,0.0,0.0,0.0,2,4,1,1,1,0,0,0,0.0,0
TXN105185,2017-08-23,CUST1046,Wallet,,500000,Success,Bills Payment,Uganda,UGX,,13.122365377402328,0.0,0.0,0.0,2,1,4,4,3,0,0,0,0.0,0
TXN103607,2023-03-30,CUST1049,Wallet,,134585,Success,Professional Services,Uganda,UGX,,11.80995867889608,0.0,0.0,0.0,3,4,4,4,3,0,0,0,0.0,0
TXN101312,2017-10-31,CUST1053,Bank Transfer,,317268,Success,Transportation,Nigeria,NGN,,12.66750527346023,0.0,0.0,0.0,1,6,0,2,2,0,0,0,0.0,0
TXN105427,2016-03-22,CUST1054,POS,,110618,Success,Transportation,South Africa,ZAR,,11.6138471435512,0.0,0.0,0.0,1,6,2,3,4,0,0,0,0.0,0
TXN102078,2025-05-31,CUST1056,Bank Transfer,,500000,Pending,Transportation,Nigeria,NGN,,13.122365377402328,0.0,0.0,0.0,5,6,0,2,2,1,0,0,0.0,0
TXN107569,2022-06-09,CUST1059,Wallet,,15370,Success,Transportation,South Africa,ZAR,,9.640237896224932,0.0,0.0,0.0,3,6,4,3,4,0,0,0,0.0,0
TXN100884,2016-04-10,CUST1060,Wallet,,500000,Success,Retail,South Africa,ZAR,,13.122365377402328,0.0,0.0,0.0,6,5,4,3,4,1,0,0,0.0,0
TXN100515,2017-06-13,CUST1060,Card,Mastercard,10688,Failed,Transportation,Ghana,GHS,642.0,9.276970454273943,500000.0,-489312.0,10296.0,1,6,1,0,0,0,0,0,0.0,0
TXN108361,2016-03-24,CUST1061,Wallet,,56903,Success,Transportation,Nigeria,NGN,,10.949120916413351,0.0,0.0,0.0,3,6,4,2,2,0,0,0,0.0,0
TXN104014,2020-04-17,CUST1062,POS,,410335,Success,E-commerce,Nigeria,NGN,,12.924731615258844,0.0,0.0,0.0,4,2,2,2,2,0,0,0,0.0,0
TXN104395,2024-11-08,CUST1062,Card,Mastercard,500000,Pending,Bills Payment,Nigeria,NGN,1813.0,13.122365377402328,410335.0,89665.0,39984.0,4,1,1,2,2,0,0,0,0.0,0
TXN103578,2016-04-13,CUST1063,Card,Visa,500000,Success,Retail,Ghana,GHS,2194.0,13.122365377402328,0.0,0.0,0.0,2,5,1,0,0,0,0,0,0.0,0
TXN101794,2023-07-29,CUST1063,USSD,,17026,Success,Airtime/Data,Nigeria,NGN,,9.742555598420644,500000.0,-482974.0,63912.0,5,0,3,2,2,1,0,0,0.0,0
TXN102637,2024-01-24,CUST1064,POS,,500000,Success,Transportation,Nigeria,NGN,,13.122365377402328,0.0,0.0,0.0,2,6,2,2,2,0,0,0,0.0,0
TXN101392,2022-05-18,CUST1065,Wallet,,74415,Success,E-commerce,Nigeria,NGN,,11.21742625146388,0.0,0.0,0.0,2,2,4,2,2,0,0,0,0.0,0
TXN107573,2018-02-27,CUST1067,Card,Visa,500000,Success,Bills Payment,Ghana,GHS,3669.0,13.122365377402328,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0.0,0
TXN103925,2022-10-27,CUST1068,Card,Mastercard,10442,Success,Airtime/Data,South Africa,ZAR,4482.0,9.253687176479549,0.0,0.0,0.0,3,0,1,3,4,0,0,0,0.0,0
TXN101662,2015-10-04,CUST1070,POS,,500000,Success,Transportation,Nigeria,NGN,,13.122365377402328,0.0,0.0,0.0,6,6,2,2,2,1,0,0,0.0,0
TXN100558,2019-12-11,CUST1070,Card,Verve,500000,Pending,Bills Payment,Nigeria,NGN,6727.0,13.122365377402328,500000.0,0.0,36696.0,2,1,1,2,2,0,0,0,0.0,0
TXN102020,2015-02-20,CUST1072,Card,Verve,500000,Success,E-commerce,Nigeria,NGN,9122.0,13.122365377402328,0.0,0.0,0.0,4,2,1,2,2,0,0,0,0.0,0
TXN103409,2020-12-26,CUST1072,Card,Visa,16475,Success,Bills Payment,Kenya,KES,266.0,9.709660055555972,500000.0,-483525.0,51264.0,5,1,1,1,1,1,0,0,0.0,0
TXN108866,2022-08-23,CUST1072,USSD,,216513,Success,Bills Payment,Nigeria,NGN,,12.285410489461004,16475.0,200038.0,14520.0,1,1,3,2,2,0,1,1,0.9916145833333333,1
TXN103372,2024-05-20,CUST1072,Wallet,,122955,Success,Transportation,Kenya,KES,,11.719581846778976,216513.0,-93558.0,15264.0,0,6,4,1,1,0,0,0,0.0,0
TXN108172,2023-06-23,CUST1073,Wallet,,266517,Reversed,Airtime/Data,Nigeria,NGN,,12.493197062521046,0.0,0.0,0.0,4,0,4,2,2,0,0,0,0.0,0
TXN103802,2025-04-04,CUST1073,POS,,500000,Failed,E-commerce,Nigeria,NGN,,13.122365377402328,266517.0,233483.0,15624.0,4,2,2,2,2,0,1,1,0.9999943977591037,1
TXN105770,2021-08-16,CUST1074,USSD,,401152,Success,Retail,Ghana,GHS,,12.902098179653152,0.0,0.0,0.0,0,5,3,0,0,0,0,0,0.0,0
TXN100911,2021-08-18,CUST1076,USSD,,124824,Success,Retail,Nigeria,NGN,,11.73466803536881,0.0,0.0,0.0,2,5,3,2,2,0,0,0,0.0,0
TXN105057,2023-05-17,CUST1076,Card,Mastercard,129602,Success,Professional Services,Uganda,UGX,5029.0,11.772231210780545,124824.0,4778.0,15288.0,2,4,1,4,3,0,0,0,0.0,0
TXN107655,2023-12-20,CUST1077,Card,Mastercard,500000,Success,Transportation,Kenya,KES,2258.0,13.122365377402328,0.0,0.0,0.0,2,6,1,1,1,0,0,0,0.0,0
TXN106759,2017-03-18,CUST1078,Card,Visa,135223,Success,Airtime/Data,South Africa,ZAR,4712.0,11.814687941630014,0.0,0.0,0.0,5,0,1,3,4,1,0,0,0.0,0
TXN102322,2016-03-26,CUST1079,Wallet,,374500,Success,Retail,Nigeria,NGN,,12.833349752162816,0.0,0.0,0.0,5,5,4,2,2,1,0,0,0.0,0
TXN104760,2018-09-20,CUST1080,Card,Mastercard,264064,Success,Professional Services,South Africa,ZAR,6062.0,12.483950563944436,0.0,0.0,0.0,3,4,1,3,4,0,0,0,0.0,0
TXN100901,2016-04-25,CUST1082,POS,,10756,Success,Airtime/Data,Uganda,UGX,,9.283311984432006,0.0,0.0,0.0,0,0,2,4,3,0,0,0,0.0,0
TXN109794,2018-02-27,CUST1082,POS,,288644,Success,E-commerce,Nigeria,NGN,,12.572952838322768,10756.0,277888.0,16152.0,1,2,2,2,2,0,1,1,0.9999291604667284,1
TXN100814,2018-04-03,CUST1084,Card,Visa,500000,Success,E-commerce,Nigeria,NGN,975.0,13.122365377402328,0.0,0.0,0.0,1,2,1,2,2,0,0,0,0.0,0
TXN107471,2023-04-01,CUST1084,Wallet,,15647,Success,Professional Services,Nigeria,NGN,,9.6580983922746,500000.0,-484353.0,43776.0,5,4,4,2,2,1,0,0,0.0,0
TXN100660,2016-05-22,CUST1085,Wallet,,176082,Success,Food Delivery,Nigeria,NGN,,12.078710753765336,0.0,0.0,0.0,6,3,4,2,2,1,0,0,0.0,0
TXN108795,2020-09-02,CUST1085,Card,Visa,206703,Success,Bills Payment,Nigeria,NGN,4531.0,12.239043097200083,176082.0,30621.0,37536.0,2,1,1,2,2,0,0,0,0.0030396475770925104,0
TXN104586,2016-07-12,CUST1086,Card,Mastercard,200056,Pending,Bills Payment,Uganda,UGX,7549.0,12.206357604925389,0.0,0.0,0.0,1,1,1,4,3,0,0,0,0.0,0
TXN108772,2018-04-17,CUST1089,USSD,,324985,Reversed,Bills Payment,Uganda,UGX,,12.69153738346096,0.0,0.0,0.0,1,1,3,4,3,0,0,0,0.0,0
TXN107777,2016-09-04,CUST1090,POS,,500000,Failed,Retail,Nigeria,NGN,,13.122365377402328,0.0,0.0,0.0,6,5,2,2,2,1,0,0,0.0,0
TXN100039,2023-01-21,CUST1090,Bank Transfer,,232036,Success,Retail,Ghana,GHS,,12.354652120691044,500000.0,-267964.0,55920.0,5,5,0,0,0,1,0,0,0.0,0
TXN103725,2015-05-26,CUST1091,Card,Visa,500000,Success,Food Delivery,Uganda,UGX,4465.0,13.122365377402328,0.0,0.0,0.0,1,3,1,4,3,0,0,0,0.0,0
TXN104383,2022-10-05,CUST1093,Wallet,,333901,Success,Professional Services,Nigeria,NGN,,12.718602815731115,0.0,0.0,0.0,2,4,4,2,2,0,0,0,0.0,0
TXN104721,2017-12-30,CUST1094,Bank Transfer,,22515,Success,Airtime/Data,Nigeria,NGN,,10.021981446583917,0.0,0.0,0.0,5,0,0,2,2,1,0,0,0.0,0
TXN105122,2020-01-15,CUST1094,USSD,,23146,Success,Professional Services,Kenya,KES,,10.04962046148409,22515.0,631.0,17904.0,2,4,3,1,1,0,0,0,0.0,0
TXN109955,2018-10-02,CUST1095,Bank Transfer,,171989,Success,Professional Services,South Africa,ZAR,,12.055191614570536,0.0,0.0,0.0,1,4,0,3,4,0,0,0,0.0,0
TXN109537,2021-03-15,CUST1095,Wallet,,500000,Success,Food Delivery,Nigeria,NGN,,13.122365377402328,171989.0,328011.0,21480.0,0,3,4,2,2,0,1,1,0.998433650200064,1
TXN102647,2025-01-12,CUST1096,POS,,277579,Reversed,Transportation,South Africa,ZAR,,12.53386445890983,0.0,0.0,0.0,6,6,2,3,4,1,0,0,0.0,0
TXN106777,2015-07-20,CUST1100,Bank Transfer,,241627,Success,Retail,Nigeria,NGN,,12.395154632367335,0.0,0.0,0.0,0,5,0,2,2,0,0,0,0.0,0
TXN101660,2016-01-08,CUST1100,Wallet,,367111,Success,Professional Services,South Africa,ZAR,,12.81342225759136,241627.0,125484.0,4128.0,4,4,4,3,4,0,0,0,0.0,0
TXN108182,2024-02-28,CUST1100,Wallet,,28594,Success,Retail,Kenya,KES,,10.260987156349415,367111.0,-338517.0,71352.0,2,5,4,1,1,0,0,0,0.0,0
TXN108196,2024-11-22,CUST1100,Bank Transfer,,452417,Success,Transportation,South Africa,ZAR,,13.022361810230995,28594.0,423823.0,6432.0,4,6,0,3,4,0,1,1,0.9965765765765766,1
TXN105725,2015-05-09,CUST1101,POS,,412488,Reversed,Retail,Kenya,KES,,12.929964817734644,0.0,0.0,0.0,5,5,2,1,1,1,0,0,0.0,0
TXN103210,2025-03-02,CUST1101,Bank Transfer,,69915,Success,Food Delivery,Nigeria,NGN,,11.155049800454975,412488.0,-342573.0,86040.0,6,3,0,2,2,1,0,0,0.0,0
TXN101784,2019-09-27,CUST1102,Wallet,,430764,Failed,Bills Payment,South Africa,ZAR,,12.97331797676704,0.0,0.0,0.0,4,1,4,3,4,0,0,0,0.0,0
TXN109136,2018-09-20,CUST1103,POS,,432671,Failed,Food Delivery,Nigeria,NGN,,12.977735214158484,0.0,0.0,0.0,3,3,2,2,2,0,0,0,0.0,0
TXN105706,2015-04-18,CUST1105,USSD,,500000,Success,Airtime/Data,Ghana,GHS,,13.122365377402328,0.0,0.0,0.0,5,0,3,0,0,1,0,0,0.0,0
TXN100429,2018-03-11,CUST1107,USSD,,49802,Reversed,Food Delivery,Kenya,KES,,10.815830502162186,0.0,0.0,0.0,6,3,3,1,1,1,0,0,0.0,0
TXN106257,2019-08-01,CUST1107,Card,Verve,435651,Reversed,Bills Payment,Nigeria,NGN,6455.0,12.984599038490169,49802.0,385849.0,12192.0,3,1,1,2,2,0,1,1,1.0,1
TXN108648,2023-03-20,CUST1107,POS,Mastercard,500000,Failed,Retail,Uganda,UGX,7111.0,13.122365377402328,435651.0,64349.0,31848.0,0,5,2,4,3,0,0,0,0.0,0
TXN109576,2018-12-20,CUST1108,USSD,,500000,Success,Transportation,South Africa,ZAR,,13.122365377402328,0.0,0.0,0.0,3,6,3,3,4,0,0,0,0.0,0
TXN105552,2023-05-08,CUST1109,Bank Transfer,,500000,Failed,E-commerce,Nigeria,NGN,,13.122365377402328,0.0,0.0,0.0,0,2,0,2,2,0,0,0,0.0,0
TXN109815,2020-02-13,CUST1112,Wallet,,477339,Success,Food Delivery,Kenya,KES,,13.075984304217537,0.0,0.0,0.0,3,3,4,1,1,0,0,0,0.0,0
TXN105254,2024-02-21,CUST1112,Card,Verve,500000,Failed,Food Delivery,Nigeria,NGN,9377.0,13.122365377402328,477339.0,22661.0,35256.0,2,3,1,2,2,0,0,0,0.0,0
TXN104834,2016-03-10,CUST1113,Card,Mastercard,316785,Success,Transportation,South Africa,ZAR,5902.0,12.665981746026723,0.0,0.0,0.0,3,6,1,3,4,0,0,0,0.0,0
TXN106445,2019-09-11,CUST1113,Wallet,,309911,Failed,Food Delivery,Nigeria,NGN,,12.644043665194598,316785.0,-6874.0,30720.0,2,3,4,2,2,0,0,0,0.0,0
TXN103296,2020-08-27,CUST1113,Bank Transfer,,418011,Success,Retail,Nigeria,NGN,,12.943265419228794,309911.0,108100.0,8424.0,3,5,0,2,2,0,0,0,0.0225518341307815,0
TXN108057,2021-10-19,CUST1113,USSD,,106882,Failed,E-commerce,Kenya,KES,,11.579490057238823,418011.0,-311129.0,10032.0,1,2,3,1,1,0,0,0,0.0,0
TXN102867,2023-01-17,CUST1113,Wallet,,500000,Success,E-commerce,Kenya,KES,,13.122365377402328,106882.0,393118.0,10920.0,1,2,4,1,1,0,1,1,0.9999849510910459,1
TXN107504,2015-02-04,CUST1114,Card,Mastercard,325510,Success,Professional Services,Kenya,KES,8745.0,12.693151534222578,0.0,0.0,0.0,2,4,1,1,1,0,0,0,0.0,0
TXN101241,2017-06-12,CUST1114,Wallet,,500000,Failed,Airtime/Data,Nigeria,NGN,,13.122365377402328,325510.0,174490.0,20616.0,0,0,4,2,2,0,0,0,0.006666666666666667,0
TXN103218,2016-03-28,CUST1115,Bank Transfer,,500000,Success,Transportation,South Africa,ZAR,,13.122365377402328,0.0,0.0,0.0,0,6,0,3,4,0,0,0,0.0,0
TXN100374,2018-03-06,CUST1116,USSD,,29539,Success,E-commerce,Kenya,KES,,10.293500556085371,0.0,0.0,0.0,1,2,3,1,1,0,0,0,0.0,0
TXN101828,2021-05-16,CUST1116,Bank Transfer,,500000,Failed,E-commerce,Nigeria,NGN,,13.122365377402328,29539.0,470461.0,28008.0,6,2,0,2,2,1,1,1,0.9999947916666667,1
TXN103959,2024-05-03,CUST1117,Card,Mastercard,16075,Success,Airtime/Data,Kenya,KES,450.0,9.685082755569091,0.0,0.0,0.0,4,0,1,1,1,0,0,0,0.0,0
TXN106572,2018-09-05,CUST1118,USSD,,32705,Success,Professional Services,Kenya,KES,,10.395313826292336,0.0,0.0,0.0,2,4,3,1,1,0,0,0,0.0,0
TXN103000,2020-03-09,CUST1118,POS,,446754,Success,Retail,Nigeria,NGN,,13.009765624900847,32705.0,414049.0,13224.0,0,5,2,2,2,0,1,1,0.9999462984273112,1
TXN102879,2021-09-09,CUST1118,USSD,,82384,Pending,Food Delivery,Ghana,GHS,,11.319158660491532,446754.0,-364370.0,13176.0,3,3,3,0,0,0,0,0,0.0,0
TXN107991,2024-04-06,CUST1120,Wallet,,103729,Success,Airtime/Data,Nigeria,NGN,,11.549546648425874,0.0,0.0,0.0,5,0,4,2,2,1,0,0,0.0,0
TXN109368,2017-07-29,CUST1121,USSD,,500000,Reversed,Transportation,South Africa,ZAR,,13.122365377402328,0.0,0.0,0.0,5,6,3,3,4,1,0,0,0.0,0
TXN100493,2021-03-11,CUST1121,Bank Transfer,,83361,Success,Transportation,South Africa,ZAR,,11.33094784902184,500000.0,-416639.0,31704.0,3,6,0,3,4,0,0,0,0.0,0
TXN104970,2023-09-22,CUST1121,Wallet,,257819,Success,Food Delivery,Kenya,KES,,12.460016945997095,83361.0,174458.0,22200.0,4,3,4,1,1,0,0,0,0.033243243243243244,0
TXN107511,2017-04-26,CUST1124,Wallet,,500000,Success,Retail,Nigeria,NGN,,13.122365377402328,0.0,0.0,0.0,2,5,4,2,2,0,0,0,0.0,0
TXN100892,2019-08-19,CUST1124,USSD,,500000,Failed,Transportation,Uganda,UGX,,13.122365377402328,500000.0,0.0,20280.0,0,6,3,4,3,0,0,0,0.0,0
TXN102203,2025-05-27,CUST1125,Wallet,,17173,Success,Bills Payment,Nigeria,NGN,,9.75115189123243,0.0,0.0,0.0,1,1,4,2,2,0,0,0,0.0,0
TXN104617,2015-09-20,CUST1126,Card,Verve,500000,Success,Bills Payment,Nigeria,NGN,18.0,13.122365377402328,0.0,0.0,0.0,6,1,1,2,2,1,0,0,0.0,0
TXN106504,2015-12-30,CUST1128,USSD,,35430,Success,Professional Services,Nigeria,NGN,,10.47534242212957,0.0,0.0,0.0,2,4,3,2,2,0,0,0,0.0,0
TXN107756,2025-10-08,CUST1128,Bank Transfer,,121543,Success,Retail,Uganda,UGX,,11.708031616123602,35430.0,86113.0,85680.0,2,5,0,4,3,0,0,0,0.01,0
